award,family,qid,person_qid,person,year,ethnic,citizenship,birth_country,given_name,family_name
Grammy Award for Best New Artist,music,Q1453643,Q484874,Q484874,2014,,United States,United States,Benjamin,Haggerty
Grammy Award for Best New Artist,music,Q1453643,Q1972952,Ryan Lewis,2014,,United States,United States,Ryan,Lewis
Grammy Award for Best New Artist,music,Q1453643,Q15123969,Sam Smith,2015,,United Kingdom,United Kingdom,Samuel,Smith
Grammy Award for Best New Artist,music,Q1453643,Q15123969,Sam Smith,2015,,United Kingdom,United Kingdom,Frederick,Smith
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,French-Canadian Americans,United States,United States,Elizabeth,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,British Americans,United States,United States,Elizabeth,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,Polish Americans,United States,United States,Elizabeth,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,Irish Americans,United States,United States,Elizabeth,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,Dutch Americans,United States,United States,Elizabeth,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,German Americans,United States,United States,Elizabeth,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,French-Canadian Americans,United States,United States,Meghan,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,British Americans,United States,United States,Meghan,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,Polish Americans,United States,United States,Meghan,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,Irish Americans,United States,United States,Meghan,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,Dutch Americans,United States,United States,Meghan,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q17403494,Meghan Trainor,2016,German Americans,United States,United States,Meghan,Trainor
Grammy Award for Best New Artist,music,Q1453643,Q12470060,Chance the Rapper,2017,,United States,United States,Johnathan,Bennett
Grammy Award for Best New Artist,music,Q1453643,Q12470060,Chance the Rapper,2017,,United States,United States,Chancellor,Bennett
Grammy Award for Best New Artist,music,Q1453643,Q20090091,Alessia Cara,2018,Calabrian,Italy,Canada,Alessia,Caracciolo
Grammy Award for Best New Artist,music,Q1453643,Q20090091,Alessia Cara,2018,Calabrian,Canada,Canada,Alessia,Caracciolo
Grammy Award for Best New Artist,music,Q1453643,Q21914464,Q21914464,2019,Albanians in Kosovo,Kosovo,United Kingdom,Dua,Lipa
Grammy Award for Best New Artist,music,Q1453643,Q21914464,Q21914464,2019,Albanians in Kosovo,Albania,United Kingdom,Dua,Lipa
Grammy Award for Best New Artist,music,Q1453643,Q21914464,Q21914464,2019,Albanians in Kosovo,United Kingdom,United Kingdom,Dua,Lipa
Grammy Award for Best New Artist,music,Q1453643,Q29564107,Q29564107,2020,Scottish Americans,United States,United States,Eilish,O'Connell
Grammy Award for Best New Artist,music,Q1453643,Q29564107,Q29564107,2020,Irish Americans,United States,United States,Eilish,O'Connell
Grammy Award for Best New Artist,music,Q1453643,Q29564107,Q29564107,2020,Scottish Americans,United States,United States,http://www.wikidata.org/.well-known/genid/ba546721e93f66261ece15f6dabcf5f4,O'Connell
Grammy Award for Best New Artist,music,Q1453643,Q29564107,Q29564107,2020,Irish Americans,United States,United States,http://www.wikidata.org/.well-known/genid/ba546721e93f66261ece15f6dabcf5f4,O'Connell
Grammy Award for Best New Artist,music,Q1453643,Q29564107,Q29564107,2020,Scottish Americans,United States,United States,Baird,O'Connell
Grammy Award for Best New Artist,music,Q1453643,Q29564107,Q29564107,2020,Irish Americans,United States,United States,Baird,O'Connell
Grammy Award for Best New Artist,music,Q1453643,Q29564107,Q29564107,2020,Scottish Americans,United States,United States,Billie,O'Connell
Grammy Award for Best New Artist,music,Q1453643,Q29564107,Q29564107,2020,Irish Americans,United States,United States,Billie,O'Connell
Grammy Award for Best New Artist,music,Q1453643,Q59268408,Megan Thee Stallion,2021,,United States,United States,Megan,Pete
Grammy Award for Best New Artist,music,Q1453643,Q59268408,Megan Thee Stallion,2021,,United States,United States,Ruth,Pete
Grammy Award for Best New Artist,music,Q1453643,Q59268408,Megan Thee Stallion,2021,,United States,United States,Jovon,Pete
Grammy Award for Best New Artist,music,Q1453643,Q63243883,Q63243883,2022,Austrian Americans,United States,United States,Olivia,Q25936399
Grammy Award for Best New Artist,music,Q1453643,Q63243883,Q63243883,2022,German Americans,United States,United States,Olivia,Q25936399
Grammy Award for Best New Artist,music,Q1453643,Q63243883,Q63243883,2022,Filipino Americans,United States,United States,Isabel,Q25936399
Grammy Award for Best New Artist,music,Q1453643,Q63243883,Q63243883,2022,English Americans,United States,United States,Isabel,Q25936399
Grammy Award for Best New Artist,music,Q1453643,Q63243883,Q63243883,2022,Irish Americans,United States,United States,Isabel,Q25936399
Grammy Award for Best New Artist,music,Q1453643,Q63243883,Q63243883,2022,Austrian Americans,United States,United States,Isabel,Q25936399
Grammy Award for Best New Artist,music,Q1453643,Q63243883,Q63243883,2022,German Americans,United States,United States,Isabel,Q25936399
Grammy Award for Best New Artist,music,Q1453643,Q63243883,Q63243883,2022,Filipino Americans,United States,United States,Olivia,Q25936399
Grammy Award for Best New Artist,music,Q1453643,Q63243883,Q63243883,2022,English Americans,United States,United States,Olivia,Q25936399
Grammy Award for Best New Artist,music,Q1453643,Q63243883,Q63243883,2022,Irish Americans,United States,United States,Olivia,Q25936399
Grammy Award for Best New Artist,music,Q1453643,Q108311952,Samara Joy,2023,,United States,United States,Samara,Q56225571
Grammy Award for Best New Artist,music,Q1453643,Q19864989,Victoria Monét,2024,multiracial Americans,United States,United States,Victoria,McCants
Grammy Award for Best New Artist,music,Q1453643,Q19864989,Victoria Monét,2024,multiracial Americans,United States,United States,Victoria,Monet
Grammy Award for Best New Artist,music,Q1453643,Q110281146,Chappell Roan,2025,,United States,United States,Rose,Amstutz
Grammy Award for Best New Artist,music,Q1453643,Q110281146,Chappell Roan,2025,,United States,United States,Kayleigh,Amstutz
Grammy Award for Best New Artist,music,Q1453643,Q108106738,Olivia Dean,2026,,United Kingdom,United Kingdom,Olivia,Dean
Grammy Award for Record of the Year,music,Q843219,Q1979804,Hans Graf,,,Austria,Austria,Hans,Graf
Grammy Award for Record of the Year,music,Q843219,Q130375906,Mark Phythian,,,,,Mark,Phythian
Grammy Award for Record of the Year,music,Q843219,Q201392,Domenico Modugno,1959,,Kingdom of Italy,Italy,Domenico,Modugno
Grammy Award for Record of the Year,music,Q843219,Q201392,Domenico Modugno,1959,,Italy,Italy,Domenico,Modugno
Grammy Award for Record of the Year,music,Q843219,Q311267,Bobby Darin,1960,,United States,United States,Robert,Cassotto
Grammy Award for Record of the Year,music,Q843219,Q311267,Bobby Darin,1960,,United States,United States,Walden,Cassotto
Grammy Award for Record of the Year,music,Q843219,Q296729,Tony Bennett,1963,,United States,United States,Dominick,Benedetto
Grammy Award for Record of the Year,music,Q843219,Q296729,Tony Bennett,1963,,United States,United States,Anthony,Benedetto
Grammy Award for Record of the Year,music,Q843219,Q230401,Astrud Gilberto,1965,,Brazil,Brazil,Evangelina,Weinert
Grammy Award for Record of the Year,music,Q843219,Q230401,Astrud Gilberto,1965,,Brazil,Brazil,Astrud,Weinert
Grammy Award for Record of the Year,music,Q843219,Q230401,Astrud Gilberto,1965,,Brazil,Brazil,Evangelina,Gilberto
Grammy Award for Record of the Year,music,Q843219,Q230401,Astrud Gilberto,1965,,Brazil,Brazil,Astrud,Gilberto
Grammy Award for Record of the Year,music,Q843219,Q30587,Stan Getz,1965,,United States,United States,Stan,Getz
Grammy Award for Record of the Year,music,Q843219,Q231484,Roberta Flack,1973,African Americans,United States,United States,Roberta,Flack
Grammy Award for Record of the Year,music,Q843219,Q231484,Roberta Flack,1974,African Americans,United States,United States,Roberta,Flack
Grammy Award for Record of the Year,music,Q843219,Q185165,Olivia Newton-John,1975,,Australia,United Kingdom,Olivia,Q56540030
Grammy Award for Record of the Year,music,Q843219,Q185165,Olivia Newton-John,1975,,United Kingdom,United Kingdom,Olivia,Q56540030
Grammy Award for Record of the Year,music,Q843219,Q2831,Michael Jackson,1984,African Americans,United States,United States,Joseph,Jackson
Grammy Award for Record of the Year,music,Q843219,Q2831,Michael Jackson,1984,African Americans,United States,United States,Michael,Jackson
Grammy Award for Record of the Year,music,Q843219,Q193645,Quincy Jones,1984,African Americans,United States,United States,Quincy,Jones
Grammy Award for Record of the Year,music,Q843219,Q193645,Quincy Jones,1984,African Americans,United States,United States,Delight,Jones
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,Switzerland,United States,Anna,Turner
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,United States,United States,Anna,Turner
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,Switzerland,United States,Tina,Turner
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,United States,United States,Tina,Turner
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,Switzerland,United States,Mae,Turner
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,United States,United States,Mae,Turner
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,Switzerland,United States,Anna,Bullock
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,United States,United States,Anna,Bullock
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,Switzerland,United States,Tina,Bullock
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,United States,United States,Tina,Bullock
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,Switzerland,United States,Mae,Bullock
Grammy Award for Record of the Year,music,Q843219,Q131814,Tina Turner,1985,African Americans,United States,United States,Mae,Bullock
Grammy Award for Record of the Year,music,Q843219,Q174547,Al Jarreau,1986,,United States,United States,Al,Jarreau
Grammy Award for Record of the Year,music,Q843219,Q193645,Quincy Jones,1986,African Americans,United States,United States,Quincy,Jones
Grammy Award for Record of the Year,music,Q843219,Q193645,Quincy Jones,1986,African Americans,United States,United States,Delight,Jones
Grammy Award for Record of the Year,music,Q843219,Q310894,Bobby McFerrin,1988,,United States,United States,Keith,McFerrin
Grammy Award for Record of the Year,music,Q843219,Q310894,Bobby McFerrin,1988,,United States,United States,Robert,McFerrin
Grammy Award for Record of the Year,music,Q843219,Q77112,David Foster,1991,,Canada,Canada,Q499249,Foster
Grammy Award for Record of the Year,music,Q843219,Q77112,David Foster,1991,,Canada,Canada,David,Foster
Grammy Award for Record of the Year,music,Q843219,Q77112,David Foster,1993,,Canada,Canada,Q499249,Foster
Grammy Award for Record of the Year,music,Q843219,Q77112,David Foster,1993,,Canada,Canada,David,Foster
Grammy Award for Record of the Year,music,Q843219,Q218091,Seal,1995,,United Kingdom,United Kingdom,Henry,Samuel
Grammy Award for Record of the Year,music,Q843219,Q218091,Seal,1995,,United Kingdom,United Kingdom,Olusegun,Samuel
Grammy Award for Record of the Year,music,Q843219,Q218091,Seal,1995,,United Kingdom,United Kingdom,Adeola,Samuel
Grammy Award for Record of the Year,music,Q843219,Q200586,Sheryl Crow,1995,White Americans,United States,United States,Suzanne,Crow
Grammy Award for Record of the Year,music,Q843219,Q200586,Sheryl Crow,1995,White Americans,United States,United States,Sheryl,Crow
Grammy Award for Record of the Year,music,Q843219,Q313092,Trevor Horn,1995,,United Kingdom,United Kingdom,Charles,Horn
Grammy Award for Record of the Year,music,Q843219,Q313092,Trevor Horn,1995,,United Kingdom,United Kingdom,Trevor,Horn
Grammy Award for Record of the Year,music,Q843219,Q106221,James Horner,1998,,United States,United States,James,Horner
Grammy Award for Record of the Year,music,Q843219,Q106221,James Horner,1998,,United States,United States,Roy,Horner
Grammy Award for Record of the Year,music,Q843219,Q5105,Céline Dion,1999,,Canada,Canada,Céline,Dion
Grammy Award for Record of the Year,music,Q843219,Q16729211,Humberto Gatico,1999,,Chile,Chile,Humberto,Gatica
Grammy Award for Record of the Year,music,Q843219,Q16729211,Humberto Gatico,1999,,United States,Chile,Humberto,Gatica
Grammy Award for Record of the Year,music,Q843219,Q754094,Rob Thomas,1999,,United States,Germany,Kelly,Thomas
Grammy Award for Record of the Year,music,Q843219,Q754094,Rob Thomas,1999,,United States,Germany,Robert,Thomas
Grammy Award for Record of the Year,music,Q843219,Q935369,Daniel Lanois,2000,,Canada,Canada,Roland,Lanois
Grammy Award for Record of the Year,music,Q843219,Q935369,Daniel Lanois,2000,,Canada,Canada,Daniel,Lanois
Grammy Award for Record of the Year,music,Q843219,Q935369,Daniel Lanois,2001,,Canada,Canada,Roland,Lanois
Grammy Award for Record of the Year,music,Q843219,Q935369,Daniel Lanois,2001,,Canada,Canada,Daniel,Lanois
Grammy Award for Record of the Year,music,Q843219,Q549981,Norah Jones,2005,Bengali American,United States,United States,Norah,Jones
Grammy Award for Record of the Year,music,Q843219,Q549981,Norah Jones,2005,Bengali American,United States,United States,Norah,Shankar
Grammy Award for Record of the Year,music,Q843219,Q23215,Adele,2012,,United Kingdom,United Kingdom,Adele,Adkins
Grammy Award for Record of the Year,music,Q843219,Q23215,Adele,2012,,United Kingdom,United Kingdom,Laurie,Adkins
Grammy Award for Record of the Year,music,Q843219,Q23215,Adele,2012,,United Kingdom,United Kingdom,Blue,Adkins
Grammy Award for Record of the Year,music,Q843219,Q18352852,Mark Rankin,2012,,,,Mark,Rankin
Grammy Award for Record of the Year,music,Q843219,Q515883,Paul Epworth,2012,,United Kingdom,United Kingdom,Paul Richard,Epworth
Grammy Award for Record of the Year,music,Q843219,Q7815719,Tom Elmhirst,2012,,United Kingdom,,Tom,Elmhirst
Grammy Award for Record of the Year,music,Q843219,Q15123969,Sam Smith,2015,,United Kingdom,United Kingdom,Samuel,Smith
Grammy Award for Record of the Year,music,Q843219,Q15123969,Sam Smith,2015,,United Kingdom,United Kingdom,Frederick,Smith
Grammy Award for Record of the Year,music,Q843219,Q23215,Adele,2017,,United Kingdom,United Kingdom,Adele,Adkins
Grammy Award for Record of the Year,music,Q843219,Q23215,Adele,2017,,United Kingdom,United Kingdom,Laurie,Adkins
Grammy Award for Record of the Year,music,Q843219,Q23215,Adele,2017,,United Kingdom,United Kingdom,Blue,Adkins
Grammy Award for Record of the Year,music,Q843219,Q18149600,Mike Bozzi,2018,,United States,,Mike,Bozzi
Grammy Award for Record of the Year,music,Q843219,Q1358202,Ludwig Göransson,2019,,Sweden,Sweden,Emil,Göransson
Grammy Award for Record of the Year,music,Q843219,Q1358202,Ludwig Göransson,2019,,Sweden,Sweden,Tomas,Göransson
